"Incident ID","Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
1428280,"June 21, 2019",Texas,Katy,"28200 block of S Firethorne Rd",1,0,N/A
1427218,"June 20, 2019","South Carolina",Greenville,"Dronfield Dr",1,0,N/A
1427181,"June 19, 2019",Indiana,"South Bend","100 block of Woodhill Ln",1,0,N/A
1426296,"June 19, 2019",Oregon,Portland,"NE Sandy Blvd and Prescott St",1,0,N/A
1429770,"June 18, 2019",Wisconsin,Milwaukee,"N 45th St and W Concordia Ave",1,0,N/A
1424395,"June 17, 2019",Wisconsin,Kenosha,"2000 block of 60th St",1,0,N/A
1423526,"June 16, 2019",Alabama,Birmingham,"2800 block of Thyer Cir",1,2,N/A
1424925,"June 16, 2019",Texas,"San Angelo","2400 block of Junius St",1,0,N/A
1421241,"June 12, 2019",Georgia,Gray,N/A,1,0,N/A
1419559,"June 11, 2019",Kentucky,"Rocky Hill",N/A,1,0,N/A
1419834,"June 10, 2019",Mississippi,"Horn Lake","Conrail Cir",1,1,N/A
1419431,"June 10, 2019","South Carolina","North Charleston","2800 block of Ranger Drive",1,0,N/A
1418975,"June 9, 2019",Alabama,Tuscaloosa,"Skyland Blvd and McFarland Blvd",1,0,N/A
1418818,"June 9, 2019",Idaho,Montpelier,"US Hwy 30",1,0,N/A
1418384,"June 8, 2019","North Carolina",Kannapolis,"2461 Wonder Dr",1,0,N/A
1417620,"June 7, 2019","West Virginia",Lewisburg,"Feamster Rd",1,0,N/A
1416972,"June 7, 2019",Arizona,"Tucson (Tuscon)","8000 block of N Country Home Lane",1,0,N/A
1417080,"June 7, 2019",Texas,Lubbock,"1600 block of 58th St",1,0,N/A
1418578,"June 7, 2019",Wisconsin,Wausau,"328 N Second Ave",1,0,N/A
1415323,"June 6, 2019",Ohio,Columbus,"40 block of W Welch Ave",1,1,N/A
1419903,"June 3, 2019",Texas,Inez,"Co Rd 325",1,0,N/A
1413663,"June 2, 2019",Oklahoma,Byars,"110th St and Sandy Ave",1,0,N/A
1413510,"June 2, 2019",Tennessee,Greeneville,"E Stagecoach Rd",1,0,N/A
1412302,"June 1, 2019",Maryland,"Ellicott City","4261 Montgomery Rd",1,0,N/A
1410916,"May 31, 2019",Oklahoma,Edmond,"Fretz Ave and W Danforth Rd",1,0,N/A
1409965,"May 30, 2019","South Carolina",Sumter,"500 block of S Lafayette Dr",1,0,N/A
1410011,"May 30, 2019",Mississippi,Pearl,"Ridgecrest Dr",1,0,N/A
1408146,"May 28, 2019",Mississippi,Laurel,"Houston Rd",1,0,N/A
1407338,"May 27, 2019",Florida,Tallahassee,"1325 W Tharpe St",1,0,N/A
1408646,"May 27, 2019",Arizona,Phoenix,"27th Ave and Southern Ave",1,0,N/A
1406147,"May 27, 2019",Florida,Pensacola,"2369 N Palafox St",1,1,N/A
1406974,"May 27, 2019",Georgia,Savannah,"7202 White Bluff Rd",1,0,N/A
1455974,"May 26, 2019",Alabama,Talladega,"500 Sloan Ave W",1,0,N/A
1406563,"May 26, 2019",Arizona,Tucson,"7300 block of E Marigold Cir",1,0,N/A
1405954,"May 26, 2019",Virginia,Richmond,"2813 Bainbridge St",1,2,N/A
1410272,"May 26, 2019",Florida,Valrico,"1035 Grand Canyon Dr",1,0,N/A
1412206,"May 26, 2019",Washington,Toppenish,"800 block of Washington Ave",1,0,N/A
1404771,"May 25, 2019",Tennessee,Memphis,"2900 block of Clearbrook St",1,0,N/A
1405012,"May 25, 2019",Louisiana,"Baton Rouge","3766 Lanier Dr",1,0,N/A
1402529,"May 21, 2019",Ohio,"Belle Valley","Outpost Rd",1,0,N/A
1399436,"May 19, 2019","South Carolina",Greenville,"5 Young St",1,0,N/A
1398159,"May 17, 2019",Missouri,"Kansas City","11300 block of Calico Dr",1,0,N/A
1398153,"May 17, 2019",Arkansas,"Little Rock","2123 Labette Manor",1,0,N/A
1398927,"May 16, 2019",Oklahoma,Calera,"1193 Sterret Rd",1,0,N/A
1395723,"May 15, 2019",Ohio,Toledo,"1100 block of Westgate Rd",1,0,N/A
1395374,"May 14, 2019",Missouri,"Kansas City","5000 N Oak Trafficway",1,0,N/A
1400050,"May 13, 2019",Illinois,Chicago,"3100 block of S Pulaski Rd",1,0,N/A
1393281,"May 12, 2019",California,Fresno,"1800 block of E Jensen Ave",1,0,N/A
1393162,"May 12, 2019",Ohio,Toledo,"1121 Joyce Lane",1,0,N/A
1392942,"May 12, 2019",Montana,Billings,"12 Stella St",1,0,N/A
1392351,"May 11, 2019",Tennessee,Antioch,"3800 block of Swan Ridge Dr",1,0,N/A
1394434,"May 11, 2019",Texas,Victoria,"700 block of Salem Rd",1,0,N/A
1395097,"May 11, 2019",Tennessee,Jackson,"164 Allen Ave",1,0,N/A
1392677,"May 11, 2019",Idaho,"Idaho Falls",US-20,1,0,N/A
1390919,"May 9, 2019",Arizona,Phoenix,"Northern Ave and 12th St",1,0,N/A
1390793,"May 8, 2019",Florida,Riverview,"8900 block of Riverlachen Way",1,0,N/A
1387642,"May 5, 2019",Wisconsin,Milwaukee,"3100 block of N 47th St",1,0,N/A
1387168,"May 4, 2019",Illinois,Centralia,"100 block of S Pine St",1,0,N/A
1388834,"May 3, 2019",Georgia,Covington,"Kristen Pl",1,0,N/A
1385486,"May 2, 2019",Texas,Lufkin,N/A,1,0,N/A
1384330,"April 29, 2019",Arizona,Yuma,"4760 S US Hwy 95",1,0,N/A
1381613,"April 27, 2019",Massachusetts,"Great Barrington","Monument Valley Rd",1,0,N/A
1377938,"April 21, 2019","New York",Bronx,"Mosholu Pkwy",1,0,N/A
1376917,"April 20, 2019",Ohio,Cleveland,"14210 Rexwood Ave",1,0,N/A
1377378,"April 20, 2019",Mississippi,Natchez,"201-A Morgantown Rd",1,0,N/A
1372960,"April 15, 2019",Tennessee,Etowah,"Co Rd 609",1,0,N/A
1370948,"April 14, 2019",Missouri,"Saint Louis","1700 block of Parktree Ln",1,0,N/A
1371035,"April 14, 2019","New York",Syracuse,"Village Dr",1,0,N/A
1372315,"April 13, 2019","New York",Yonkers,"358 Nepperhan Ave",1,0,N/A
1370591,"April 13, 2019","North Carolina","Rocky Mount","7200 block of Summerlea Place",1,0,N/A
1370974,"April 13, 2019",Kentucky,Lawrenceburg,"1020 Country Estates",1,0,N/A
1371988,"April 13, 2019",Texas,"Colorado City","300 block of W 6th St",1,0,N/A
1370249,"April 13, 2019",Alabama,"Birmingham (Vestavia Hills)","500 Old Town Rd",1,1,N/A
1370287,"April 12, 2019",Texas,"Fort Worth","2200 Warfield Ave",1,0,N/A
1366615,"April 8, 2019",Georgia,Dallas,"158 Laurelcrest Ln",1,0,N/A
1368008,"April 7, 2019",Mississippi,Indianola,"200 block of W Augusta St",1,0,N/A
1365495,"April 7, 2019",Maryland,"Fort Washington","13000 block of Buchanan Dr",1,0,N/A
1364591,"April 5, 2019",Alabama,Birmingham,"9637 Westfield Rd",1,0,N/A
1363434,"April 4, 2019",Mississippi,Tunica,"Nellie Johnson Dr",1,0,N/A
1362942,"April 3, 2019",Virginia,"Richmond (North Chesterfield)","200 block of Reams Ct",1,0,N/A
1364291,"April 3, 2019",Indiana,Gary,"4100 block of Broadway",1,0,N/A
1362434,"April 2, 2019","New Mexico",Albuquerque,"Celestial Ave NW",1,0,N/A
1360750,"March 31, 2019",Texas,Belton,"201 Rabern Ct",1,0,N/A
1359562,"March 30, 2019",Georgia,Norcross,"Wynhall Dr",1,0,N/A
1360810,"March 30, 2019",Kansas,Concordia,"120th Rd and River Bottom Rd",1,0,N/A
1354947,"March 25, 2019","New York",Buffalo,"Hoyt St",1,0,N/A
1354713,"March 24, 2019",Iowa,Montrose,"2308 280th St",1,0,N/A
1383237,"March 24, 2019",Utah,"Salt Lake City",N/A,1,0,N/A
1352829,"March 22, 2019",Arkansas,Springdale,"Singletree Ave",1,0,N/A
1354026,"March 22, 2019","North Carolina",Fayetteville,"3100 Cricket Rd",1,0,N/A
1353439,"March 22, 2019",Arizona,Phoenix,"4700 block of West Mitchell Dr",1,0,N/A
1352207,"March 20, 2019",Ohio,Mansfield,"1600 block of Frontier Trail",1,0,N/A
1356292,"March 20, 2019",Mississippi,Picayune,"601 Richard St",1,0,N/A
1351519,"March 19, 2019",Texas,"Tomball (The Woodlands)","1600 block of Sawdust Rd",1,0,N/A
1349563,"March 18, 2019",Utah,"Salt Lake City (Kearns)","5007 W 5400 South",1,0,N/A
1350746,"March 18, 2019",Texas,Spring,"25811 Elmley Place",1,0,N/A
1348185,"March 16, 2019",Florida,"Miami Gardens","21200 block of NW 27th Ct",1,0,N/A
1348026,"March 15, 2019",Tennessee,Nashville,"17th Ave N and Hayes St",1,0,N/A
1347878,"March 14, 2019",Mississippi,Greenville,"247 Crescent St",1,0,N/A
1346113,"March 13, 2019",Texas,Houston,"12929 Northwest Fwy",1,0,N/A
1345043,"March 11, 2019",Virginia,Evington,"152 Benchmark Dr",1,0,N/A
1343682,"March 9, 2019",Michigan,Detroit,"19000 block of Biltmore St",1,0,N/A
1343015,"March 9, 2019",Louisiana,"New Orleans","6500 block of Dwyer Rd",1,0,N/A
1343223,"March 9, 2019","New Jersey",Barnegat,"91 Gunning River Rd",1,0,N/A
1343205,"March 9, 2019",Illinois,Chicago,"7300 block of S Aberdeen St",1,0,N/A
1347871,"March 9, 2019",Mississippi,Greenwood,"200 block of N Stone Ave",1,0,N/A
1342924,"March 8, 2019",Georgia,Douglasville,"Legend Creek Way",1,0,N/A
1341626,"March 7, 2019","West Virginia",Huntington,"6200 block of Wentz Hollow Rd",1,0,N/A
1340335,"March 5, 2019",Texas,Midland,"3306 Eagle Cove",1,0,N/A
1340440,"March 4, 2019",Missouri,"Saint Louis","8300 block of Flora Ave",1,0,N/A
1334155,"February 24, 2019",Ohio,Niles,"5836 US-422",1,0,N/A
1333774,"February 23, 2019","South Carolina","North Charleston","2800 block of O'Brien St",1,0,N/A
1331403,"February 20, 2019","South Carolina",Spartanburg,N/A,1,0,N/A
1331529,"February 19, 2019",Oregon,Unity,N/A,1,0,N/A
1329984,"February 18, 2019",Indiana,Richmond,"2115 Grand Blvd",1,0,N/A
1329406,"February 17, 2019",Iowa,Davenport,"2426 N Michigan Ave",1,0,N/A
1326968,"February 13, 2019",Louisiana,Marrero,"2000 block of Rue Racine",1,0,N/A
1323311,"February 9, 2019",Texas,Houston,"5707 W Airport Blvd",1,0,N/A
1323697,"February 9, 2019",Mississippi,Saucier,"Riceville Rd and McHenry Rd",2,0,N/A
1323453,"February 9, 2019",Alabama,Troy,"Co Rd 7741 and Needmore Rd",1,0,N/A
1322043,"February 7, 2019","South Carolina",Greer,"Bent Creek Dr",1,0,N/A
1320361,"February 5, 2019",Texas,"Fort Worth","5370 Blue Mound Rd",1,0,N/A
1320271,"February 5, 2019",Utah,"Salt Lake City (West Valley City)","1347 W 2320 South",1,0,N/A
1321354,"February 5, 2019",Georgia,Waleska,"Moores Mill Ln",1,0,N/A
1318461,"February 3, 2019",Georgia,Harlem,"1407 Country Woods Ln",1,0,N/A
1318649,"February 3, 2019",California,Firebaugh,"600 block of N. Fairfax Ave",1,0,N/A
1322220,"February 1, 2019","New York","Putnam Valley","56 Ridge Avenue",1,0,N/A
1314249,"January 27, 2019",Iowa,Lincoln,"160th Ave and Co Hwy B53",1,0,N/A
1313441,"January 27, 2019",Texas,Spring,"23100 block of Kimberly Glen Lane",1,0,N/A
1309738,"January 24, 2019",Missouri,"Saint Louis","700 block of Dover Pl",1,0,N/A
1309745,"January 22, 2019",Ohio,Alliance,N/A,1,0,N/A
1308070,"January 22, 2019","New York",Syracuse,"921 Ballantyne Rd",1,0,N/A
1308482,"January 22, 2019",Texas,Houston,"16900 block of Jenikay Ln",1,0,N/A
1308241,"January 21, 2019",Virginia,"Hanover (Mangohick)","100 block of Robin Ln",1,0,N/A
1307368,"January 21, 2019",Kansas,Wichita,"2201 E MacArthur Rd",1,0,N/A
1306428,"January 20, 2019",Michigan,"Houghton Lake",N/A,1,0,N/A
1306011,"January 19, 2019",Texas,Houston,"11600 Vinedale Dr",1,0,N/A
1308718,"January 19, 2019",Texas,Temple,"4700 block of Midway Dr",2,0,N/A
1306395,"January 19, 2019",Florida,Jacksonville,"6000 block of Toyota Dr",1,0,N/A
1306941,"January 19, 2019","South Carolina",Allendale,"200 block of Bing St",1,0,N/A
1305643,"January 19, 2019",Texas,Houston,"2107 Linden Creek Ln",1,0,N/A
1304982,"January 18, 2019",Alabama,"Bay Minette","Anderson Blvd",1,0,N/A
1304673,"January 17, 2019","South Carolina",Chesnee,"Bill Lattimore Rd",1,0,N/A
1305283,"January 17, 2019",Illinois,Romeoville,"Weber Rd and Airport Rd",1,0,N/A
1303798,"January 16, 2019",Mississippi,Florence,"600 block of White Rd",1,0,N/A
1314478,"January 16, 2019",Pennsylvania,Levittown,"Indigo Rd",1,0,N/A
1305697,"January 16, 2019",Georgia,Atlanta,"200 Block of Springside Dr SE",1,0,N/A
1305254,"January 16, 2019","North Carolina","Granite Falls","112 Falls Ave",1,0,N/A
1302992,"January 16, 2019",Texas,Houston,"4000 W 34th St",1,0,N/A
1300600,"January 14, 2019",Florida,"Altamonte Springs","Lake Mobile Dr",1,0,N/A
1301688,"January 13, 2019",Alabama,Orrville,N/A,1,0,N/A
1299432,"January 12, 2019",Oregon,Bend,"825 NE Watt Way",1,0,N/A
1299668,"January 12, 2019",Louisiana,"New Orleans","6780 Bundy Rd",1,0,N/A
1297524,"January 10, 2019",Tennessee,Madison,"201 E Palestine Ave",1,0,N/A
1296573,"January 8, 2019",Virginia,Bedford,"Wycliffe St",1,0,N/A
1295963,"January 7, 2019",Alabama,Toney,"500 block of  Carter Grove Rd",1,0,N/A
1295161,"January 6, 2019",Alabama,Dadeville,"200 block of Centerpoint Rd",1,0,N/A
1356860,"January 6, 2019",California,"San Jose","Thistlewood Court",1,0,N/A
1293992,"January 5, 2019",Oklahoma,Tulsa,"7902 S Sheridan Rd",1,0,N/A
1291882,"January 3, 2019",Kentucky,Henderson,"2200 block of Holloway Lane",1,0,N/A
1292019,"January 3, 2019",Georgia,Augusta,"2000 block of Ellis St",1,0,N/A
1289551,"January 1, 2019","District of Columbia",Washington,"8th St SE and I St SE",1,0,N/A
1289802,"January 1, 2019",Indiana,Gary,"700 block of Kentucky St",1,0,N/A
1289271,"December 31, 2018",Georgia,Lawrenceville,"1874 Riverlanding Cir",2,0,N/A
1289265,"December 30, 2018",Missouri,"Saint Louis","10400 block of Baron Dr",1,0,N/A
1288497,"December 30, 2018",Texas,Dallas,"1207 E Red Bird Ln",1,0,N/A
1299646,"December 30, 2018",California,Nipomo,"800 block of Tannis Place",1,0,N/A
1286304,"December 26, 2018",Mississippi,Goodman,"91 Cedar Grove Dr",1,0,N/A
1286417,"December 26, 2018",Florida,"Lake City","200 block of SE Anastasia St",1,0,N/A
1284928,"December 25, 2018","West Virginia","Montana Mines","Lofty Ln",1,0,N/A
1283079,"December 23, 2018",Florida,"Saint Petersburg","Central Ave and 58th St",1,0,N/A
1282886,"December 22, 2018",Texas,"San Antonio","4615 Gardendale",1,0,N/A
1282603,"December 22, 2018","South Carolina",Gresham,"SC 908",1,0,N/A
1294928,"December 22, 2018",Colorado,"Rocky Ford",N/A,1,0,N/A
1287865,"December 21, 2018",Missouri,Newtown,"20570 MO-139",1,0,N/A
1281105,"December 20, 2018",Tennessee,Memphis,"4300 block of Eastwind St",1,0,N/A
1281382,"December 19, 2018",Missouri,Columbia,"1000 block of Claudell Ln",1,0,N/A
1280326,"December 18, 2018",Pennsylvania,Lehighton,"350 Interchange Rd",1,0,N/A
1278429,"December 16, 2018",Kentucky,"Bowling Green","222 Moonlite Ave",1,0,N/A
1283283,"December 16, 2018","North Carolina","Carthage (Whispering Pines)","1900 block of Airport Rd",1,0,N/A
1280781,"December 15, 2018",Oklahoma,Bartlesville,"1700 block of Country Rd",1,0,N/A
1278409,"December 15, 2018",Texas,Houston,"13000 block of Duncum St",1,0,N/A
1278778,"December 14, 2018",Missouri,Florissant,"13 Holly Ln",1,0,N/A
1277231,"December 14, 2018",Mississippi,Waynesboro,"Mississippi Dr and Robinson St",1,0,N/A
1277643,"December 14, 2018",California,Bakersfield,"4200 block of Kenny St",1,0,N/A
